ip.src,ip.dst,_ws.col.Protocol,_ws.col.Port
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
192.168.122.31,23.213.142.27,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,TCP,
23.213.142.27,192.168.122.31,HTTP/XML,
192.168.122.31,23.213.142.27,TCP,
192.168.122.31,192.168.122.2,DNS,
192.168.122.31,179.60.192.3,TCP,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,192.168.122.2,DNS,
179.60.192.3,192.168.122.31,TCP,
192.168.122.31,179.60.192.3,TCP,
192.168.122.31,179.60.192.3,TLSv1.2,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,192.168.122.2,DNS,
192.168.122.31,23.213.142.27,TCP,
192.168.122.31,192.168.122.2,DNS,
179.60.192.3,192.168.122.31,TCP,
179.60.192.3,192.168.122.31,TLSv1.2,
192.168.122.31,179.60.192.3,TCP,
179.60.192.3,192.168.122.31,TCP,
179.60.192.3,192.168.122.31,TLSv1.2,
192.168.122.31,179.60.192.3,TCP,
192.168.122.31,179.60.192.3,TCP,
192.168.122.31,179.60.192.3,TLSv1.2,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,192.168.122.2,DNS,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,50.31.164.174,TCP,
192.168.122.31,50.31.164.174,TCP,
179.60.192.3,192.168.122.31,TLSv1.2,
192.168.122.31,179.60.192.3,TCP,
192.168.122.31,179.60.192.3,TLSv1.2,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,192.168.122.2,DNS,
192.168.122.2,192.168.122.31,DNS,
50.31.164.174,192.168.122.31,TCP,
192.168.122.31,50.31.164.174,TCP,
192.168.122.31,50.31.164.174,TLSv1.2,
192.168.122.31,192.168.122.2,DNS,
179.60.192.3,192.168.122.31,TCP,
50.31.164.174,192.168.122.31,TCP,
192.168.122.31,50.31.164.174,TCP,
192.168.122.31,50.31.164.174,TLSv1.2,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,192.168.122.2,DNS,
179.60.192.3,192.168.122.31,TCP,
179.60.192.3,192.168.122.31,TLSv1.2,
179.60.192.3,192.168.122.31,TCP,
179.60.192.3,192.168.122.31,TLSv1.2,
179.60.192.3,192.168.122.31,TCP,
179.60.192.3,192.168.122.31,TCP,
179.60.192.3,192.168.122.31,TLSv1.2,
179.60.192.3,192.168.122.31,TCP,
192.168.122.31,179.60.192.3,TCP,
179.60.192.3,192.168.122.31,TCP,
192.168.122.31,179.60.192.3,TCP,
179.60.192.3,192.168.122.31,TLSv1.2,
192.168.122.31,179.60.192.3,TCP,
192.168.122.31,179.60.192.3,TCP,
50.31.164.174,192.168.122.31,TLSv1.2,
192.168.122.31,50.31.164.174,TCP,
50.31.164.174,192.168.122.31,TLSv1.2,
192.168.122.31,50.31.164.174,TCP,
192.168.122.31,50.31.164.174,TLSv1.2,
192.168.122.2,192.168.122.31,DNS,
50.31.164.174,192.168.122.31,TLSv1.2,
192.168.122.31,50.31.164.174,TCP,
50.31.164.174,192.168.122.31,TLSv1.2,
179.60.192.3,192.168.122.31,TLSv1.2,
192.168.122.31,50.31.164.174,TCP,
192.168.122.31,179.60.192.3,TCP,
192.168.122.31,50.31.164.174,TLSv1.2,
50.31.164.174,192.168.122.31,TCP,
50.31.164.174,192.168.122.31,TLSv1.2,
192.168.122.31,50.31.164.174,TCP,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,50.31.164.174,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,192.168.122.2,DNS,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,80.239.236.112,TCP,
50.31.164.174,192.168.122.31,TCP,
50.31.164.174,192.168.122.31,TLSv1.2,
2.16.162.8,192.168.122.31,TCP,
2.16.162.8,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,50.31.164.174,TCP,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,195.22.26.252,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,2.16.162.8,TLSv1.2,
192.168.122.31,2.16.162.8,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
50.31.164.174,192.168.122.31,TCP,
50.31.164.174,192.168.122.31,TLSv1.2,
192.168.122.31,50.31.164.174,TCP,
80.239.236.112,192.168.122.31,TCP,
192.168.122.31,80.239.236.112,TCP,
80.239.236.112,192.168.122.31,TCP,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
77.67.11.98,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,80.239.236.112,TLSv1.2,
192.168.122.31,80.239.236.112,TLSv1.2,
192.168.122.31,77.67.11.98,TLSv1.2,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TLSv1.2,
192.168.122.31,77.67.11.98,TLSv1.2,
192.168.122.31,77.67.11.98,TLSv1.2,
195.22.26.252,192.168.122.31,TCP,
192.168.122.31,195.22.26.252,TCP,
192.168.122.31,195.22.26.252,TCP,
192.168.122.31,195.22.26.252,HTTP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
2.16.162.8,192.168.122.31,TLSv1.2,
2.16.162.8,192.168.122.31,TCP,
2.16.162.8,192.168.122.31,TLSv1.2,
2.16.162.8,192.168.122.31,TLSv1.2,
2.16.162.8,192.168.122.31,TLSv1.2,
2.16.162.8,192.168.122.31,TCP,
2.16.162.8,192.168.122.31,TLSv1.2,
2.16.162.8,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,2.16.162.8,TLSv1.2,
192.168.122.31,2.16.162.8,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TLSv1.2,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TLSv1.2,
80.239.236.112,192.168.122.31,TLSv1.2,
195.22.26.252,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TCP,
195.22.26.252,192.168.122.31,HTTP,
195.22.26.252,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,195.22.26.252,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
77.67.11.98,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TLSv1.2,
192.168.122.31,80.239.236.112,TLSv1.2,
192.168.122.31,195.22.26.252,TCP,
2.16.162.8,192.168.122.31,TLSv1.2,
192.168.122.31,2.16.162.8,TCP,
192.168.122.31,77.67.11.98,TLSv1.2,
192.168.122.31,2.16.162.8,TLSv1.2,
2.16.162.8,192.168.122.31,TLSv1.2,
192.168.122.31,2.16.162.8,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
80.239.236.112,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
80.239.236.112,192.168.122.31,TLSv1.2,
80.239.236.112,192.168.122.31,TCP,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,80.239.236.112,TCP,
80.239.236.112,192.168.122.31,TLSv1.2,
80.239.236.112,192.168.122.31,TLSv1.2,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,192.168.122.2,DNS,
192.168.122.31,104.86.110.35,TLSv1.2,
77.67.11.98,192.168.122.31,TLSv1.2,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
192.168.122.31,77.67.11.98,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
192.168.122.31,80.239.236.112,TLSv1.2,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,77.67.11.98,TLSv1.2,
192.168.122.31,77.67.11.98,TLSv1.2,
80.239.236.112,192.168.122.31,TLSv1.2,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,80.239.236.112,TLSv1.2,
195.22.26.252,192.168.122.31,TCP,
2.16.162.8,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.2,192.168.122.31,DNS,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,195.22.26.248,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
2.16.162.8,192.168.122.31,TCP,
2.16.162.8,192.168.122.31,TLSv1.2,
192.168.122.31,2.16.162.8,TCP,
80.239.236.112,192.168.122.31,TLSv1.2,
192.168.122.31,80.239.236.112,TCP,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
80.239.236.112,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,77.67.11.98,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
195.22.26.248,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,195.22.26.248,TCP,
77.67.11.98,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
77.67.11.98,192.168.122.31,TCP,
192.168.122.31,77.67.11.98,TCP,
77.67.11.98,192.168.122.31,TCP,
77.67.11.98,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,77.67.11.98,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TCP,
192.168.122.31,80.239.236.112,TCP,
80.239.236.112,192.168.122.31,TCP,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,195.22.26.248,HTTP,
80.239.236.112,192.168.122.31,TCP,
80.239.236.112,192.168.122.31,TLSv1.2,
192.168.122.31,80.239.236.112,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,80.239.236.112,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
192.168.122.31,104.86.110.35,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
195.22.26.248,192.168.122.31,TCP,
195.22.26.248,192.168.122.31,HTTP,
195.22.26.248,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,195.22.26.248,TCP,
192.168.122.31,195.22.26.248,TCP,
192.168.122.31,192.168.122.2,DNS,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.2,192.168.122.31,DNS,
195.22.26.248,192.168.122.31,TCP,
192.168.122.31,195.22.26.231,TCP,
195.22.26.231,192.168.122.31,TCP,
192.168.122.31,195.22.26.231,TCP,
192.168.122.31,195.22.26.231,HTTP,
195.22.26.231,192.168.122.31,TCP,
195.22.26.231,192.168.122.31,HTTP,
195.22.26.231,192.168.122.31,TCP,
192.168.122.31,195.22.26.231,TCP,
192.168.122.31,195.22.26.231,TCP,
192.168.122.31,192.168.122.2,DNS,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,192.168.122.2,DNS,
195.22.26.231,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TCP,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.31,104.86.110.35,TLSv1.2,
192.168.122.2,192.168.122.31,DNS,
192.168.122.31,192.168.122.2,DNS,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
104.86.110.35,192.168.122.31,TCP,
104.86.110.35,192.168.122.31,TLSv1.2,
